ID;Version;GenBank title;Release date;Organism name;Virus Lineage;Species;Family;Length;Submitters;Strain;Isolate;Geo location;Country;Collection date;Tissue/Specimen/Source;Host;Environmental;CDS count;Artificial;UNVERIFIED;1A;1A-strand;1B;1B-strand;2;2-strand;Host class;Species_ICTV
KY054049;KY054049.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-202/AATDR clone 285857 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-202/AATDR;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054048;KY054048.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-201/AATEE clone 285860 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-201/AATEE;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054047;KY054047.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-201/AATDC clone 285854 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-201/AATDC;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054046;KY054046.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-201/AATDB clone 285853 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-201/AATDB;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054045;KY054045.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-200/AATKU clone 285620 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-200/AATKU;Tanzania;;01-Aug-2013;rectal swab;Chiroptera;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054044;KY054044.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-191/AATKB clone 285619 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;361.0;;;Astrovirus_PREDICT MAstV-191/AATKB;Tanzania;;01-Aug-2013;rectal swab;Tadarida sp.;No;1.0;No;No;NA-NA;;1-361;1.0;NA-NA;;Mammalia;
KY054043;KY054043.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-191/AATBZ clone 285851 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;361.0;;;Astrovirus_PREDICT MAstV-191/AATBZ;Tanzania;;29-Apr-2013;rectal swab;Tadarida sp.;No;1.0;No;No;NA-NA;;1-361;1.0;NA-NA;;Mammalia;
KY054042;KY054042.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-188/AASNB clone 285850 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-188/AASNB;Tanzania;;20-Apr-2013;rectal swab;Eidolon helvum;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054041;KY054041.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-187/AAUFH clone 285618 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;373.0;;;Astrovirus_PREDICT MAstV-187/AAUFH;Tanzania;;27-Sep-2013;rectal swab;Eidolon helvum;No;1.0;No;No;NA-NA;;1-373;1.0;NA-NA;;Mammalia;
KY054040;KY054040.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-187/AAUFC clone 285617 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;373.0;;;Astrovirus_PREDICT MAstV-187/AAUFC;Tanzania;;27-Sep-2013;rectal swab;Eidolon helvum;No;1.0;No;No;NA-NA;;1-373;1.0;NA-NA;;Mammalia;
KY054039;KY054039.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-187/AAUEV clone 285616 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;373.0;;;Astrovirus_PREDICT MAstV-187/AAUEV;Tanzania;;27-Sep-2013;rectal swab;Eidolon helvum;No;1.0;No;No;NA-NA;;1-373;1.0;NA-NA;;Mammalia;
KY054038;KY054038.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-187/AATPA clone 285615 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;373.0;;;Astrovirus_PREDICT MAstV-187/AATPA;Tanzania;;27-Sep-2013;rectal swab;Eidolon helvum;No;1.0;No;No;NA-NA;;1-373;1.0;NA-NA;;Mammalia;
KY054037;KY054037.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-187/AATOS clone 285614 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;373.0;;;Astrovirus_PREDICT MAstV-187/AATOS;Tanzania;;27-Sep-2013;rectal swab;Eidolon helvum;No;1.0;No;No;NA-NA;;1-373;1.0;NA-NA;;Mammalia;
KY054036;KY054036.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-182/AATDE clone 285128 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-182/AATDE;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054035;KY054035.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-181/AATDW clone 285134 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-181/AATDW;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054034;KY054034.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-180/AATEC clone 285139 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-180/AATEC;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054033;KY054033.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-179/AATEK clone 285142 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-179/AATEK;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054032;KY054032.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-178/AATDX clone 285135 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-178/AATDX;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054031;KY054031.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-177/AATDO clone 285130 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-177/AATDO;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054030;KY054030.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-176/AATED clone 285140 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-176/AATED;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054029;KY054029.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-176/AATEI clone 285863 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-176/AATEI;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054028;KY054028.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-161/AATDU clone 285133 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-161/AATDU;Tanzania;;06-Jun-2013;rectal swab;Chiroptera;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054027;KY054027.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-160/AATDZ clone 285137 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-160/AATDZ;Tanzania;;06-Jun-2013;rectal swab;Chiroptera;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054026;KY054026.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-139/AATDS clone 285132 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-139/AATDS;Tanzania;;06-Jun-2013;rectal swab;Coleura afra;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054025;KY054025.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-139/AATDT clone 285858 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-139/AATDT;Tanzania;;06-Jun-2013;rectal swab;Coleura afra;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054024;KY054024.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-134/AASMX clone 285125 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-134/AASMX;Tanzania;;20-Apr-2013;rectal swab;Eidolon helvum;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054023;KY054023.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-133/AASMS clone 285124 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-133/AASMS;Tanzania;;20-Apr-2013;rectal swab;Eidolon helvum;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054022;KY054022.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-133/AASMK clone 285123 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-133/AASMK;Tanzania;;20-Apr-2013;rectal swab;Eidolon helvum;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054021;KY054021.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-133/AASMJ clone 285122 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-133/AASMJ;Tanzania;;20-Apr-2013;rectal swab;Eidolon helvum;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054020;KY054020.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-132/AASMH clone 285121 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-132/AASMH;Tanzania;;20-Apr-2013;rectal swab;Chiroptera;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054019;KY054019.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-131/AASMY clone 285126 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-131/AASMY;Tanzania;;20-Apr-2013;rectal swab;Eidolon helvum;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054018;KY054018.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-130/AASFO clone 285160 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-130/AASFO;Tanzania;;23-Jan-2013;rectal swab;Eidolon helvum;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054017;KY054017.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-129/AATBG clone 285104 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-129/AATBG;Tanzania;;28-Apr-2013;oral swab;Apodemus sylvaticus;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054016;KY054016.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-116/AATBI clone 285105 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;366.0;;;Astrovirus_PREDICT MAstV-116/AATBI;Tanzania;;28-Apr-2013;oral swab;Apodemus sylvaticus;No;1.0;No;No;NA-NA;;1-366;1.0;NA-NA;;Mammalia;
KY054015;KY054015.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-115/AATNM clone 285597 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-115/AATNM;Tanzania;;24-Sep-2013;oral swab;Mastomys natalensis;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054014;KY054014.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-115/AATAD clone 285599 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-115/AATAD;Tanzania;;26-Apr-2013;oral swab;Mastomys natalensis;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054013;KY054013.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-115/AASZL clone 285103 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-115/AASZL;Tanzania;;25-Apr-2013;oral swab;Mastomys natalensis;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054012;KY054012.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-115/AASZT clone 285598 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-115/AASZT;Tanzania;;25-Apr-2013;oral swab;Mastomys natalensis;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054005;KY054005.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-29/ZB12035 clone 12743 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-29/ZB12035;Republic of the Congo;;30-Jul-2012;rectal swab;Miniopterus inflatus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054004;KY054004.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-30/ZB12030 clone 12738 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-30/ZB12030;Republic of the Congo;;30-Jul-2012;oral swab;Miniopterus inflatus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054003;KY054003.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-31/ZB12058 clone 12707 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-31/ZB12058;Republic of the Congo;;30-Jul-2012;oral swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054002;KY054002.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-32/ZB12031 clone 12740 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-32/ZB12031;Republic of the Congo;;30-Jul-2012;rectal swab;Miniopterus inflatus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054001;KY054001.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-33/ZB12023 clone 12690 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-33/ZB12023;Republic of the Congo;;30-Jul-2012;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054000;KY054000.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-34/ZB12038 clone 12696 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-34/ZB12038;Republic of the Congo;;30-Jul-2012;oral swab;Miniopterus inflatus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY053999;KY053999.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-35/ZB12035 clone 12695 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-35/ZB12035;Republic of the Congo;;30-Jul-2012;rectal swab;Miniopterus inflatus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY053998;KY053998.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-36/ZB12030 clone 12739 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-36/ZB12030;Republic of the Congo;;30-Jul-2012;rectal swab;Miniopterus inflatus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY053997;KY053997.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-37/ZB12035 clone 12742 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-37/ZB12035;Republic of the Congo;;30-Jul-2012;oral swab;Miniopterus inflatus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY053996;KY053996.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-38/ZB12055 clone 12758 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-38/ZB12055;Republic of the Congo;;30-Jul-2012;rectal swab;Miniopterus inflatus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY053995;KY053995.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-38/ZB12055 clone 12757 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-38/ZB12055;Republic of the Congo;;30-Jul-2012;oral swab;Miniopterus inflatus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY053994;KY053994.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-39/ZB12038 clone 12697 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-39/ZB12038;Republic of the Congo;;30-Jul-2012;rectal swab;Miniopterus inflatus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY053993;KY053993.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-39/ZB12038 clone 12744 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-39/ZB12038;Republic of the Congo;;30-Jul-2012;rectal swab;Miniopterus inflatus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
