GBAC,1A,1A-strand,1B,1B-strand,2,2-strand
MK096776,51-2832,1,3110-4319,1,4194-6561,1
MK096775,41-2684,1,2707-4177,1,4197-6453,1
MK096774,46-2752,1,2811-4251,1,4254-6555,1
MK096773,29-2753,1,2881-4459,1,4296-6561,1
MK004980,NA-NA,NA,0-363,1,NA-NA,NA
MK004979,NA-NA,NA,2-399,1,NA-NA,NA
MK004978,NA-NA,NA,2-370,1,NA-NA,NA
MK004977,NA-NA,NA,0-391,1,NA-NA,NA
MK004976,NA-NA,NA,2-415,1,NA-NA,NA
MK004975,NA-NA,NA,2-395,1,NA-NA,NA
MK004974,NA-NA,NA,1-386,1,NA-NA,NA
MK004973,NA-NA,NA,0-385,1,NA-NA,NA
MK004972,NA-NA,NA,0-400,1,NA-NA,NA
MK004971,NA-NA,NA,0-391,1,NA-NA,NA
MK004970,NA-NA,NA,2-393,1,NA-NA,NA
MK004969,NA-NA,NA,2-384,1,NA-NA,NA
MK004968,NA-NA,NA,2-394,1,NA-NA,NA
MK004967,NA-NA,NA,1-389,1,NA-NA,NA
MK004966,NA-NA,NA,1-384,1,NA-NA,NA
MK004965,NA-NA,NA,2-410,1,NA-NA,NA
MK004964,NA-NA,NA,1-342,1,NA-NA,NA
MK004963,NA-NA,NA,2-396,1,NA-NA,NA
MK004962,NA-NA,NA,0-388,1,NA-NA,NA
MK004961,NA-NA,NA,2-414,1,NA-NA,NA
MK004960,NA-NA,NA,0-409,1,NA-NA,NA
MK004959,NA-NA,NA,1-398,1,NA-NA,NA
MK004958,NA-NA,NA,2-395,1,NA-NA,NA
MK004957,NA-NA,NA,2-381,1,NA-NA,NA
MK004956,NA-NA,NA,0-372,1,NA-NA,NA
MK004955,NA-NA,NA,2-382,1,NA-NA,NA
MK004954,NA-NA,NA,2-385,1,NA-NA,NA
MG661261,119-3185,1,3175-4705,1,4728-7239,1
MH254918,NA-NA,NA,1-361,1,NA-NA,NA
MK089435,14-2378,1,2314-3850,1,3842-6080,1
MK089434,14-2378,1,2314-3850,1,3842-6113,1
MK450332,14-4463,1,4714-5920,1,6298-7789,1
MK296753,73-2836,1,2850-4323,1,4315-6700,1
MH712856,22-3745,1,3735-5286,1,5309-7505,1
MK286562,48-2598,1,2552-4118,1,4110-6390,1
MK395165,6-2790,1,2732-4238,1,4230-6684,1
MK026166,39-2709,1,2660-4196,1,4008-6513,1
LC460060,NA-NA,NA,0-669,1,NA-NA,NA
LC460059,NA-NA,NA,0-669,1,NA-NA,NA
LC460058,NA-NA,NA,0-669,1,NA-NA,NA
LC460057,NA-NA,NA,0-669,1,NA-NA,NA
LC460056,NA-NA,NA,0-669,1,NA-NA,NA
LC460055,NA-NA,NA,0-669,1,NA-NA,NA
LC460054,NA-NA,NA,0-669,1,NA-NA,NA
LC460053,NA-NA,NA,0-669,1,NA-NA,NA
LC460052,NA-NA,NA,0-669,1,NA-NA,NA
LC460051,NA-NA,NA,0-669,1,NA-NA,NA
LC460050,NA-NA,NA,NA-NA,NA,0-356,1
LC460049,NA-NA,NA,NA-NA,NA,0-356,1
LC460048,NA-NA,NA,NA-NA,NA,0-356,1
LC460047,NA-NA,NA,NA-NA,NA,0-356,1
LC460046,NA-NA,NA,NA-NA,NA,0-356,1
LC460045,NA-NA,NA,NA-NA,NA,0-356,1
LC460044,NA-NA,NA,NA-NA,NA,0-356,1
LC460043,NA-NA,NA,NA-NA,NA,0-365,1
LC460042,NA-NA,NA,NA-NA,NA,0-365,1
LC460041,NA-NA,NA,NA-NA,NA,0-365,1
LC460040,NA-NA,NA,NA-NA,NA,0-365,1
LC460039,NA-NA,NA,NA-NA,NA,0-365,1
LC460038,NA-NA,NA,NA-NA,NA,0-365,1
LC460037,NA-NA,NA,NA-NA,NA,0-365,1
LC460036,NA-NA,NA,NA-NA,NA,0-365,1
LC460035,NA-NA,NA,NA-NA,NA,0-365,1
LC460034,NA-NA,NA,NA-NA,NA,0-365,1
LC460033,NA-NA,NA,NA-NA,NA,0-365,1
LC460032,NA-NA,NA,NA-NA,NA,0-365,1
LC460031,NA-NA,NA,NA-NA,NA,0-365,1
LC460030,NA-NA,NA,NA-NA,NA,0-365,1
LC460029,NA-NA,NA,NA-NA,NA,0-365,1
LC460028,NA-NA,NA,NA-NA,NA,0-365,1
LC460027,NA-NA,NA,NA-NA,NA,0-365,1
LC460026,NA-NA,NA,NA-NA,NA,0-365,1
LC460025,NA-NA,NA,NA-NA,NA,0-365,1
LC460024,NA-NA,NA,NA-NA,NA,0-365,1
LC460023,NA-NA,NA,NA-NA,NA,0-365,1
LC460022,NA-NA,NA,NA-NA,NA,0-365,1
LC460021,NA-NA,NA,NA-NA,NA,0-365,1
LC460020,NA-NA,NA,NA-NA,NA,0-365,1
LC460019,NA-NA,NA,NA-NA,NA,0-365,1
LC460018,NA-NA,NA,NA-NA,NA,0-365,1
LC460017,NA-NA,NA,NA-NA,NA,0-365,1
LC460016,NA-NA,NA,NA-NA,NA,0-365,1
LC460015,NA-NA,NA,NA-NA,NA,0-365,1
LC460014,NA-NA,NA,NA-NA,NA,0-365,1
LC460013,NA-NA,NA,NA-NA,NA,0-365,1
LC460012,NA-NA,NA,NA-NA,NA,0-365,1
LC460011,NA-NA,NA,NA-NA,NA,0-365,1
LC460010,NA-NA,NA,NA-NA,NA,0-365,1
LC460009,NA-NA,NA,NA-NA,NA,0-365,1
LC460008,NA-NA,NA,NA-NA,NA,0-365,1
LC460007,NA-NA,NA,NA-NA,NA,0-365,1
LC460006,NA-NA,NA,NA-NA,NA,0-365,1
LC460005,NA-NA,NA,NA-NA,NA,0-365,1
LC460004,NA-NA,NA,NA-NA,NA,0-365,1
LC460003,NA-NA,NA,NA-NA,NA,0-365,1
LC460002,NA-NA,NA,NA-NA,NA,0-365,1
LC460001,NA-NA,NA,NA-NA,NA,0-365,1
LC460000,NA-NA,NA,NA-NA,NA,0-365,1
LC459999,NA-NA,NA,NA-NA,NA,0-365,1
LC460163,NA-NA,NA,NA-NA,NA,0-335,1
LC460162,NA-NA,NA,NA-NA,NA,0-335,1
LC460161,NA-NA,NA,NA-NA,NA,0-335,1
LC460160,NA-NA,NA,NA-NA,NA,0-335,1
LC460159,NA-NA,NA,NA-NA,NA,0-335,1
LC460158,NA-NA,NA,NA-NA,NA,0-335,1
LC460157,NA-NA,NA,NA-NA,NA,0-335,1
LC460156,NA-NA,NA,NA-NA,NA,0-335,1
LC460155,NA-NA,NA,NA-NA,NA,0-335,1
LC460154,NA-NA,NA,NA-NA,NA,0-335,1
LC460153,NA-NA,NA,NA-NA,NA,0-335,1
LC460152,NA-NA,NA,NA-NA,NA,0-335,1
LC460151,NA-NA,NA,NA-NA,NA,0-335,1
LC460150,NA-NA,NA,NA-NA,NA,0-335,1
LC460149,NA-NA,NA,NA-NA,NA,0-335,1
LC460148,NA-NA,NA,NA-NA,NA,0-335,1
LC460147,NA-NA,NA,NA-NA,NA,0-335,1
LC460146,NA-NA,NA,NA-NA,NA,0-335,1
LC460145,NA-NA,NA,NA-NA,NA,0-335,1
LC460144,NA-NA,NA,NA-NA,NA,0-335,1
LC460143,NA-NA,NA,NA-NA,NA,0-335,1
LC460142,NA-NA,NA,NA-NA,NA,0-335,1
LC460141,NA-NA,NA,NA-NA,NA,0-335,1
LC460140,NA-NA,NA,NA-NA,NA,0-335,1
LC460139,NA-NA,NA,NA-NA,NA,0-335,1
LC460138,NA-NA,NA,NA-NA,NA,0-335,1
LC460137,NA-NA,NA,NA-NA,NA,0-335,1
LC460136,NA-NA,NA,NA-NA,NA,0-335,1
LC460135,NA-NA,NA,NA-NA,NA,0-335,1
LC460134,NA-NA,NA,NA-NA,NA,0-335,1
LC460133,NA-NA,NA,NA-NA,NA,0-335,1
LC460132,NA-NA,NA,NA-NA,NA,0-335,1
LC460131,NA-NA,NA,NA-NA,NA,0-335,1
LC460130,NA-NA,NA,NA-NA,NA,0-335,1
LC460129,NA-NA,NA,NA-NA,NA,0-335,1
LC460128,NA-NA,NA,NA-NA,NA,0-335,1
LC460127,NA-NA,NA,NA-NA,NA,0-335,1
LC460126,NA-NA,NA,NA-NA,NA,0-335,1
LC460125,NA-NA,NA,NA-NA,NA,0-335,1
LC460124,NA-NA,NA,NA-NA,NA,0-335,1
LC460123,NA-NA,NA,NA-NA,NA,0-335,1
LC460122,NA-NA,NA,NA-NA,NA,0-335,1
LC460121,NA-NA,NA,NA-NA,NA,0-335,1
LC460120,NA-NA,NA,NA-NA,NA,0-335,1
LC460119,NA-NA,NA,NA-NA,NA,0-335,1
LC460118,NA-NA,NA,NA-NA,NA,0-335,1
LC460117,NA-NA,NA,NA-NA,NA,0-335,1
LC460116,NA-NA,NA,NA-NA,NA,0-335,1
LC460115,NA-NA,NA,NA-NA,NA,0-335,1
LC460114,NA-NA,NA,NA-NA,NA,0-335,1
LC460113,NA-NA,NA,NA-NA,NA,0-335,1
LC460112,NA-NA,NA,NA-NA,NA,0-335,1
LC460111,NA-NA,NA,NA-NA,NA,0-335,1
LC460110,NA-NA,NA,NA-NA,NA,0-335,1
LC460109,NA-NA,NA,NA-NA,NA,0-335,1
LC460108,NA-NA,NA,NA-NA,NA,0-335,1
LC460107,NA-NA,NA,NA-NA,NA,0-335,1
LC460106,NA-NA,NA,NA-NA,NA,0-335,1
LC460105,NA-NA,NA,NA-NA,NA,0-335,1
LC460104,NA-NA,NA,NA-NA,NA,0-335,1
LC460103,NA-NA,NA,NA-NA,NA,0-335,1
LC460102,NA-NA,NA,NA-NA,NA,0-335,1
LC460101,NA-NA,NA,NA-NA,NA,0-335,1
LC460100,NA-NA,NA,NA-NA,NA,0-335,1
LC460099,NA-NA,NA,NA-NA,NA,0-335,1
LC460098,NA-NA,NA,NA-NA,NA,0-335,1
LC460097,NA-NA,NA,NA-NA,NA,0-335,1
LC460096,NA-NA,NA,NA-NA,NA,0-335,1
LC460095,NA-NA,NA,NA-NA,NA,0-335,1
LC460094,NA-NA,NA,NA-NA,NA,0-335,1
LC460093,NA-NA,NA,NA-NA,NA,0-335,1
LC460092,NA-NA,NA,NA-NA,NA,0-335,1
LC460091,NA-NA,NA,0-669,1,NA-NA,NA
LC460090,NA-NA,NA,0-669,1,NA-NA,NA
LC460089,NA-NA,NA,0-669,1,NA-NA,NA
LC460088,NA-NA,NA,0-669,1,NA-NA,NA
LC460087,NA-NA,NA,0-669,1,NA-NA,NA
LC460086,NA-NA,NA,0-669,1,NA-NA,NA
LC460085,NA-NA,NA,0-669,1,NA-NA,NA
LC460084,NA-NA,NA,0-669,1,NA-NA,NA
LC460083,NA-NA,NA,0-669,1,NA-NA,NA
LC460082,NA-NA,NA,0-669,1,NA-NA,NA
LC460081,NA-NA,NA,0-669,1,NA-NA,NA
LC460080,NA-NA,NA,0-669,1,NA-NA,NA
LC460079,NA-NA,NA,0-669,1,NA-NA,NA
LC460078,NA-NA,NA,0-669,1,NA-NA,NA
LC460077,NA-NA,NA,0-669,1,NA-NA,NA
LC460076,NA-NA,NA,0-669,1,NA-NA,NA
LC460075,NA-NA,NA,0-669,1,NA-NA,NA
LC460074,NA-NA,NA,0-669,1,NA-NA,NA
LC460073,NA-NA,NA,0-669,1,NA-NA,NA
LC460072,NA-NA,NA,0-669,1,NA-NA,NA
LC460071,NA-NA,NA,0-669,1,NA-NA,NA
LC460070,NA-NA,NA,0-669,1,NA-NA,NA
LC460069,NA-NA,NA,0-669,1,NA-NA,NA
LC460068,NA-NA,NA,0-669,1,NA-NA,NA
LC460067,NA-NA,NA,0-669,1,NA-NA,NA
LC460066,NA-NA,NA,0-669,1,NA-NA,NA
LC460065,NA-NA,NA,0-669,1,NA-NA,NA
LC460064,NA-NA,NA,0-669,1,NA-NA,NA
LC460063,NA-NA,NA,0-669,1,NA-NA,NA
LC460062,NA-NA,NA,0-669,1,NA-NA,NA
LC460061,NA-NA,NA,0-669,1,NA-NA,NA
LC459998,NA-NA,NA,NA-NA,NA,0-365,1
LC459997,NA-NA,NA,NA-NA,NA,0-365,1
LC459996,NA-NA,NA,NA-NA,NA,0-362,1
LC459995,NA-NA,NA,NA-NA,NA,0-362,1
LC459994,NA-NA,NA,NA-NA,NA,0-362,1
LC459993,NA-NA,NA,NA-NA,NA,0-362,1
LC459992,NA-NA,NA,NA-NA,NA,0-362,1
LC459991,NA-NA,NA,NA-NA,NA,0-362,1
LC459990,NA-NA,NA,NA-NA,NA,0-362,1
LC459989,NA-NA,NA,NA-NA,NA,0-362,1
LC459988,NA-NA,NA,NA-NA,NA,0-365,1
LC459987,NA-NA,NA,NA-NA,NA,0-365,1
LC459986,NA-NA,NA,NA-NA,NA,0-359,1
LC459985,NA-NA,NA,NA-NA,NA,0-359,1
LC459984,NA-NA,NA,NA-NA,NA,0-359,1
LC459983,NA-NA,NA,NA-NA,NA,0-359,1
LC459982,NA-NA,NA,NA-NA,NA,0-359,1
LC459981,NA-NA,NA,NA-NA,NA,0-359,1
LC459980,NA-NA,NA,NA-NA,NA,0-359,1
LC459979,NA-NA,NA,NA-NA,NA,0-359,1
LC459978,NA-NA,NA,NA-NA,NA,0-359,1
LC459977,NA-NA,NA,NA-NA,NA,0-359,1
MK521913,9-2766,1,2774-4250,1,4140-5993,1
MK521912,31-2752,1,2760-4236,1,4126-6523,1
MK472056,NA-NA,NA,NA-NA,NA,2-544,1
MK472055,NA-NA,NA,NA-NA,NA,2-544,1
MK472054,NA-NA,NA,0-18,1,10-626,1
MK430063,NA-NA,NA,1-43,1,35-644,1
MH807626,245-3350,1,3340-4891,1,4909-7024,1
MH921451,NA-NA,NA,1-390,1,NA-NA,NA
MH921450,NA-NA,NA,1-357,1,NA-NA,NA
MH921449,NA-NA,NA,1-395,1,NA-NA,NA
MH921448,NA-NA,NA,0-389,1,NA-NA,NA
MH921447,NA-NA,NA,2-390,1,NA-NA,NA
MH921446,NA-NA,NA,2-393,1,NA-NA,NA
MH921445,NA-NA,NA,0-391,1,NA-NA,NA
MH921444,NA-NA,NA,2-390,1,NA-NA,NA
MH345765,NA-NA,NA,NA-NA,NA,0-2313,1
MH345764,NA-NA,NA,NA-NA,NA,0-2313,1
HM484374,1-466,1,420-1989,1,1978-4255,1
MH643741,NA-NA,NA,NA-NA,NA,0-348,1
MH423877,NA-NA,NA,NA-NA,NA,0-183,1
MH423876,NA-NA,NA,NA-NA,NA,0-183,1
MH423875,NA-NA,NA,NA-NA,NA,0-183,1
MH423874,NA-NA,NA,NA-NA,NA,0-183,1
MH423873,NA-NA,NA,NA-NA,NA,0-183,1
MH423872,NA-NA,NA,NA-NA,NA,0-183,1
MH423871,NA-NA,NA,NA-NA,NA,0-183,1
MH423870,NA-NA,NA,NA-NA,NA,0-183,1
MH423869,NA-NA,NA,NA-NA,NA,0-183,1
MH423868,NA-NA,NA,NA-NA,NA,0-183,1
MH399911,NA-NA,NA,0-395,1,NA-NA,NA
MH399910,NA-NA,NA,0-407,1,NA-NA,NA
MH399909,NA-NA,NA,0-410,1,NA-NA,NA
MH399908,NA-NA,NA,0-431,1,NA-NA,NA
MH399907,NA-NA,NA,0-403,1,NA-NA,NA
MH399906,NA-NA,NA,0-410,1,NA-NA,NA
MH399905,NA-NA,NA,0-410,1,NA-NA,NA
MH399904,NA-NA,NA,0-410,1,NA-NA,NA
MH399903,NA-NA,NA,0-410,1,NA-NA,NA
MH399902,NA-NA,NA,0-410,1,NA-NA,NA
MH399901,NA-NA,NA,0-410,1,NA-NA,NA
MH399900,NA-NA,NA,0-396,1,NA-NA,NA
MH399899,NA-NA,NA,0-392,1,NA-NA,NA
MH399897,NA-NA,NA,0-404,1,NA-NA,NA
MH399896,NA-NA,NA,0-410,1,NA-NA,NA
MH399895,NA-NA,NA,0-410,1,NA-NA,NA
MH399894,NA-NA,NA,0-410,1,NA-NA,NA
MH399893,NA-NA,NA,0-410,1,NA-NA,NA
MG051064,NA-NA,NA,1-364,1,NA-NA,NA
MG051063,NA-NA,NA,1-364,1,NA-NA,NA
MG051062,NA-NA,NA,1-370,1,NA-NA,NA
MG051061,NA-NA,NA,1-370,1,NA-NA,NA
MG051060,NA-NA,NA,1-370,1,NA-NA,NA
MG051059,NA-NA,NA,1-370,1,NA-NA,NA
MG051058,NA-NA,NA,1-364,1,NA-NA,NA
MG051057,NA-NA,NA,1-364,1,NA-NA,NA
MG051056,NA-NA,NA,1-370,1,NA-NA,NA
MG051055,NA-NA,NA,1-364,1,NA-NA,NA
MG051054,NA-NA,NA,1-364,1,NA-NA,NA
MG051053,NA-NA,NA,1-364,1,NA-NA,NA
MG051052,NA-NA,NA,1-364,1,NA-NA,NA
MG051051,NA-NA,NA,1-370,1,NA-NA,NA
MG051050,NA-NA,NA,1-370,1,NA-NA,NA
MG051049,NA-NA,NA,1-370,1,NA-NA,NA
MG051048,NA-NA,NA,1-355,1,NA-NA,NA
MG051047,NA-NA,NA,1-364,1,NA-NA,NA
MG051046,NA-NA,NA,1-364,1,NA-NA,NA
MG051045,NA-NA,NA,1-370,1,NA-NA,NA
MG051044,NA-NA,NA,1-370,1,NA-NA,NA
MG051043,NA-NA,NA,1-370,1,NA-NA,NA
MG051042,NA-NA,NA,1-370,1,NA-NA,NA
MG051041,NA-NA,NA,1-382,1,NA-NA,NA
MG051040,NA-NA,NA,1-364,1,NA-NA,NA
MH332785,NA-NA,NA,0-1296,1,1288-1497,1
MH933759,78-2841,1,3221-4328,1,4320-6672,1
MH933758,80-2843,1,3223-4330,1,4322-6674,1
MH933757,82-2863,1,3243-4350,1,4342-6688,1
MH933756,0-2742,1,3122-4229,1,4041-5354,1
MH933755,0-2376,1,2390-3848,1,3699-5913,1
MH933754,1-2692,1,2970-4215,1,4204-6481,1
MH933753,83-2864,1,3244-4351,1,4343-6689,1
MH933752,54-2835,1,3215-4322,1,4314-6660,1
MH332787,NA-NA,NA,2-476,1,468-1443,1
MH332786,0-915,1,NA-NA,NA,NA-NA,NA
MH332784,NA-NA,NA,0-753,1,745-929,1
MH332783,74-1865,1,NA-NA,NA,NA-NA,NA
MH332782,NA-NA,NA,0-468,1,460-1449,1
MH332780,2-255,1,NA-NA,NA,NA-NA,NA
MH332779,NA-NA,NA,1-166,1,158-367,1
MH332778,NA-NA,NA,1-166,1,158-361,1
MH332777,2-695,1,NA-NA,NA,NA-NA,NA
MK327365,2-2357,1,2293-3829,1,3821-6059,1
JF491403,75-2883,1,2822-4370,1,4362-5340,1
MH318028,NA-NA,NA,1-196,1,188-810,1
MH318026,NA-NA,NA,1-196,1,188-814,1
MH318023,2-694,1,NA-NA,NA,NA-NA,NA
MH318020,NA-NA,NA,1-196,1,188-817,1
MG932595,0-1305,1,NA-NA,NA,NA-NA,NA
MG932574,NA-NA,NA,2-476,1,468-1443,1
MG932570,NA-NA,NA,1-178,1,410-1163,1
MG932566,NA-NA,NA,1-196,1,188-814,1
MG932606,1-946,1,NA-NA,NA,NA-NA,NA
MG932605,1-944,1,NA-NA,NA,NA-NA,NA
MG932604,75-1864,1,NA-NA,NA,NA-NA,NA
MG932603,1-944,1,NA-NA,NA,NA-NA,NA
MG932602,1-944,1,NA-NA,NA,NA-NA,NA
MG932601,1-944,1,NA-NA,NA,NA-NA,NA
MG932600,75-1864,1,NA-NA,NA,NA-NA,NA
MG932599,1-945,1,NA-NA,NA,NA-NA,NA
MG932598,1-944,1,NA-NA,NA,NA-NA,NA
MG932597,1-946,1,NA-NA,NA,NA-NA,NA
MG932596,2-262,1,NA-NA,NA,NA-NA,NA
MG932594,2-695,1,NA-NA,NA,NA-NA,NA
MG932593,2-695,1,NA-NA,NA,NA-NA,NA
MG932592,1-920,1,NA-NA,NA,NA-NA,NA
MG932576,NA-NA,NA,0-168,1,160-810,1
MG932575,NA-NA,NA,2-170,1,162-809,1
MG932573,NA-NA,NA,0-168,1,160-810,1
MG932572,NA-NA,NA,2-170,1,162-809,1
MG932571,NA-NA,NA,2-170,1,162-809,1
MG932569,NA-NA,NA,2-197,1,189-815,1
MG932568,NA-NA,NA,0-168,1,160-810,1
MG932567,NA-NA,NA,NA-NA,NA,0-410,1
MG932565,NA-NA,NA,NA-NA,NA,0-389,1
MG932564,NA-NA,NA,NA-NA,NA,0-410,1
MG932563,NA-NA,NA,0-168,1,160-789,1
MG932562,NA-NA,NA,NA-NA,NA,0-410,1
MG932561,NA-NA,NA,NA-NA,NA,0-410,1
MG932560,NA-NA,NA,NA-NA,NA,0-410,1
MG932559,NA-NA,NA,NA-NA,NA,0-410,1
MG932558,NA-NA,NA,NA-NA,NA,0-410,1
MG932557,NA-NA,NA,NA-NA,NA,0-410,1
KP453860,NA-NA,NA,2-476,1,468-1451,1
KP453859,NA-NA,NA,2-476,1,468-1451,1
KP453858,NA-NA,NA,2-197,1,189-807,1
KP453857,NA-NA,NA,2-197,1,189-807,1
KP453856,NA-NA,NA,2-197,1,189-807,1
KP453855,NA-NA,NA,1-196,1,188-806,1
KP453854,NA-NA,NA,2-197,1,189-808,1
KP453853,NA-NA,NA,2-197,1,189-815,1
KP453852,NA-NA,NA,2-197,1,189-807,1
KP453851,NA-NA,NA,2-197,1,189-814,1
KP453848,NA-NA,NA,1-196,1,188-814,1
KP453847,NA-NA,NA,1-196,1,188-814,1
KP453846,NA-NA,NA,1-196,1,188-813,1
KP453845,NA-NA,NA,1-193,1,185-811,1
KP453843,NA-NA,NA,2-197,1,189-814,1
KP453850,NA-NA,NA,NA-NA,NA,0-405,1
KP453849,NA-NA,NA,NA-NA,NA,0-405,1
KP453844,NA-NA,NA,NA-NA,NA,0-405,1
KF039921,NA-NA,NA,NA-NA,NA,1-373,1
KF039920,NA-NA,NA,NA-NA,NA,1-373,1
KF039919,NA-NA,NA,NA-NA,NA,1-373,1
KF039918,NA-NA,NA,NA-NA,NA,1-373,1
KF039917,NA-NA,NA,NA-NA,NA,1-373,1
KF039916,NA-NA,NA,NA-NA,NA,1-373,1
KF039915,NA-NA,NA,NA-NA,NA,1-373,1
KF039914,NA-NA,NA,NA-NA,NA,1-373,1
JF491429,NA-NA,NA,NA-NA,NA,1-373,1
JF491428,NA-NA,NA,NA-NA,NA,1-373,1
JF491427,NA-NA,NA,NA-NA,NA,1-373,1
JF491426,NA-NA,NA,NA-NA,NA,1-373,1
JF491425,NA-NA,NA,NA-NA,NA,1-373,1
JF491424,NA-NA,NA,NA-NA,NA,1-373,1
JF491423,NA-NA,NA,NA-NA,NA,1-373,1
JF491422,NA-NA,NA,NA-NA,NA,1-373,1
JF491421,NA-NA,NA,NA-NA,NA,1-373,1
JF491420,NA-NA,NA,NA-NA,NA,1-373,1
JF491419,NA-NA,NA,NA-NA,NA,1-373,1
JF491418,NA-NA,NA,NA-NA,NA,1-373,1
JF491417,NA-NA,NA,NA-NA,NA,1-373,1
JF491416,NA-NA,NA,NA-NA,NA,1-373,1
JF491415,NA-NA,NA,NA-NA,NA,1-373,1
JF491414,NA-NA,NA,NA-NA,NA,1-373,1
JF491413,NA-NA,NA,NA-NA,NA,1-373,1
JF491412,NA-NA,NA,NA-NA,NA,1-373,1
JF491411,NA-NA,NA,NA-NA,NA,1-373,1
JF491410,NA-NA,NA,NA-NA,NA,1-373,1
JF491409,NA-NA,NA,NA-NA,NA,1-373,1
JF491408,NA-NA,NA,NA-NA,NA,1-373,1
JF491407,NA-NA,NA,NA-NA,NA,1-373,1
JF491406,NA-NA,NA,NA-NA,NA,1-373,1
JF491405,NA-NA,NA,NA-NA,NA,1-373,1
JF491404,NA-NA,NA,NA-NA,NA,1-373,1
JF491402,NA-NA,NA,NA-NA,NA,1-373,1
JF491401,NA-NA,NA,NA-NA,NA,1-373,1
JF491400,NA-NA,NA,NA-NA,NA,1-373,1
JF491399,NA-NA,NA,NA-NA,NA,1-373,1
JF491398,NA-NA,NA,NA-NA,NA,1-373,1
JF491397,NA-NA,NA,NA-NA,NA,1-373,1
JF491396,NA-NA,NA,NA-NA,NA,1-373,1
JF491395,NA-NA,NA,NA-NA,NA,1-373,1
JF491394,NA-NA,NA,NA-NA,NA,1-373,1
JF491393,NA-NA,NA,NA-NA,NA,1-373,1
JF491392,NA-NA,NA,NA-NA,NA,1-373,1
JF491391,NA-NA,NA,NA-NA,NA,1-373,1
JF491390,NA-NA,NA,NA-NA,NA,1-373,1
JF491389,NA-NA,NA,NA-NA,NA,1-373,1
JF491388,NA-NA,NA,NA-NA,NA,1-373,1
JF491387,NA-NA,NA,NA-NA,NA,1-373,1
JF491386,NA-NA,NA,NA-NA,NA,1-373,1
JF491385,NA-NA,NA,NA-NA,NA,1-373,1
JF491384,NA-NA,NA,NA-NA,NA,1-373,1
JF491383,NA-NA,NA,NA-NA,NA,1-373,1
JF491382,NA-NA,NA,NA-NA,NA,1-373,1
JF491381,NA-NA,NA,NA-NA,NA,1-373,1
JF491380,NA-NA,NA,NA-NA,NA,1-373,1
JF491379,NA-NA,NA,NA-NA,NA,1-373,1
JF491378,NA-NA,NA,NA-NA,NA,1-373,1
JF491377,NA-NA,NA,NA-NA,NA,1-373,1
JF491376,NA-NA,NA,NA-NA,NA,1-373,1
JF491375,NA-NA,NA,NA-NA,NA,1-373,1
JF491374,NA-NA,NA,NA-NA,NA,1-373,1
JF491373,NA-NA,NA,NA-NA,NA,1-373,1
JF491372,NA-NA,NA,NA-NA,NA,1-373,1
JF491371,NA-NA,NA,NA-NA,NA,1-373,1
JF491370,NA-NA,NA,NA-NA,NA,1-373,1
JF491369,NA-NA,NA,NA-NA,NA,1-373,1
JF491368,NA-NA,NA,NA-NA,NA,1-373,1
JF491367,NA-NA,NA,NA-NA,NA,1-373,1
JF491366,NA-NA,NA,NA-NA,NA,1-373,1
JF491365,NA-NA,NA,NA-NA,NA,1-373,1
HM630269,NA-NA,NA,NA-NA,NA,1-373,1
HM630268,NA-NA,NA,NA-NA,NA,1-373,1
MF741186,NA-NA,NA,0-297,1,NA-NA,NA
MF741181,NA-NA,NA,0-297,1,NA-NA,NA
MF741180,NA-NA,NA,0-297,1,NA-NA,NA
MF741179,NA-NA,NA,0-297,1,NA-NA,NA
MF741178,NA-NA,NA,0-297,1,NA-NA,NA
MF741177,NA-NA,NA,0-297,1,NA-NA,NA
MF741176,NA-NA,NA,0-297,1,NA-NA,NA
MF741187,NA-NA,NA,0-297,1,NA-NA,NA
MF741185,NA-NA,NA,0-297,1,NA-NA,NA
MF741184,NA-NA,NA,0-297,1,NA-NA,NA
MF741183,NA-NA,NA,0-297,1,NA-NA,NA
MF741182,NA-NA,NA,0-297,1,NA-NA,NA
MH511538,NA-NA,NA,0-347,1,NA-NA,NA
MH511537,NA-NA,NA,0-347,1,NA-NA,NA
MH511536,NA-NA,NA,0-326,1,NA-NA,NA
MH511535,NA-NA,NA,0-320,1,NA-NA,NA
MH511534,NA-NA,NA,0-326,1,NA-NA,NA
MH511533,NA-NA,NA,0-326,1,NA-NA,NA
MH511532,NA-NA,NA,0-326,1,NA-NA,NA
MH511531,NA-NA,NA,0-317,1,NA-NA,NA
MH511530,NA-NA,NA,0-326,1,NA-NA,NA
MH511529,NA-NA,NA,0-326,1,NA-NA,NA
MH511528,NA-NA,NA,0-347,1,NA-NA,NA
MH511527,NA-NA,NA,0-347,1,NA-NA,NA
MH511526,NA-NA,NA,0-326,1,NA-NA,NA
MH511525,NA-NA,NA,0-320,1,NA-NA,NA
MH511524,NA-NA,NA,0-326,1,NA-NA,NA
MH425243,81-2631,1,2564-4076,1,4068-6618,1
MH716817,NA-NA,NA,0-483,1,NA-NA,NA
MH716816,NA-NA,NA,0-906,1,NA-NA,NA
MH716815,NA-NA,NA,0-201,1,NA-NA,NA
MK059956,83-2846,1,2785-4333,1,4325-6674,1
MK059955,83-2849,1,2788-4336,1,4328-6704,1
MK059954,82-2848,1,2787-4335,1,4327-6664,1
MK059953,83-2822,1,2761-4309,1,4301-6653,1
