Accession	LOCUS	Version	GenBank title	Release date	Organism name	Virus Lineage	Species	Family	Length	Reference_title	Submitters	PUBMED_ID	Strain	Isolate	Geo location	Country	Collection date	Tissue/Specimen/Source	Host	Environmental	CDS count	Artificial	UNVERIFIED	1A	1A-strand	1B	1B-strand	2	2-strand	host_clean	Host_species	Host_genus	Host_family	Host_order	Host_class	Host_phylum	Host_kingdom	Species_ICTV	virus_name
KY009209	KY009209	KY009209.1	Rat astrovirus isolate GZBY-516 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	336	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-516	China		10-Apr-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-336	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009208	KY009208	KY009208.1	Rat astrovirus isolate GZBY-517 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	278	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-517	China		10-Apr-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-278	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009207	KY009207	KY009207.1	Rat astrovirus isolate GZBY-520 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	278	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-520	China		10-Apr-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-278	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009206	KY009206	KY009206.1	Rat astrovirus isolate GZBY-509 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	221	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-509	China		10-Mar-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-221	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009205	KY009205	KY009205.1	Rat astrovirus isolate GZBY-510 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	221	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-510	China		10-Mar-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-221	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009204	KY009204	KY009204.1	Rat astrovirus isolate GZBY-511 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	338	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-511	China		10-Mar-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-338	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009203	KY009203	KY009203.1	Rat astrovirus isolate GZBY-512 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	221	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-512	China		10-Mar-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-221	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009202	KY009202	KY009202.1	Rat astrovirus isolate GZBY-500 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	338	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-500	China		10-Mar-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-338	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009201	KY009201	KY009201.1	Rat astrovirus isolate GZBY-501 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	227	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-501	China		10-Mar-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-227	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009200	KY009200	KY009200.1	Rat astrovirus isolate GZBY-504 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	336	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-504	China		10-Mar-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-336	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009199	KY009199	KY009199.1	Rat astrovirus isolate GZBY-508 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	338	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-508	China		10-Mar-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-338	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009198	KY009198	KY009198.1	Rat astrovirus isolate GZBY-494 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	338	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-494	China		10-Feb-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-338	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009197	KY009197	KY009197.1	Rat astrovirus isolate GZBY-495 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	349	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-495	China		10-Feb-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-349	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009196	KY009196	KY009196.1	Rat astrovirus isolate GZBY-499 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	336	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-499	China		10-Mar-2016		Rattus tanezumi	No	1	No	No	NA-NA		0-336	1.0	NA-NA		Rattus tanezumi	Rattus tanezumi	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009195	KY009195	KY009195.1	Rat astrovirus isolate GZBY-50 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	338	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-50	China		10-Oct-2014		Rattus norvegicus	No	1	No	No	NA-NA		0-338	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009194	KY009194	KY009194.1	Rat astrovirus isolate GZBY-482 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	336	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-482	China		10-Feb-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-336	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009193	KY009193	KY009193.1	Rat astrovirus isolate GZBY-483 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	287	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-483	China		10-Feb-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-287	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009192	KY009192	KY009192.1	Rat astrovirus isolate GZBY-49 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	336	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-49	China		10-Oct-2014		Rattus norvegicus	No	1	No	No	NA-NA		0-336	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009191	KY009191	KY009191.1	Rat astrovirus isolate GZBY-493 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	336	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-493	China		10-Feb-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-336	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009190	KY009190	KY009190.1	Rat astrovirus isolate GZBY-479 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	221	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-479	China		10-Feb-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-221	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009189	KY009189	KY009189.1	Rat astrovirus isolate GZBY-481 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	338	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-481	China		10-Feb-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-338	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009188	KY009188	KY009188.1	Rat astrovirus isolate GZBY-473 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	338	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-473	China		10-Jan-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-338	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009187	KY009187	KY009187.1	Rat astrovirus isolate GZBY-478 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	320	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-478	China		10-Feb-2016		Rattus norvegicus	No	1	No	No	NA-NA		2-320	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009186	KY009186	KY009186.1	Rat astrovirus isolate GZBY-452 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	254	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-452	China		10-Jan-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-254	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009185	KY009185	KY009185.1	Rat astrovirus isolate GZBY-459 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	305	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-459	China		10-Jan-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-305	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009184	KY009184	KY009184.1	Rat astrovirus isolate GZBY-465 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	305	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-465	China		10-Jan-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-305	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009183	KY009183	KY009183.1	Rat astrovirus isolate GZBY-470 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	287	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-470	China		10-Jan-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-287	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009182	KY009182	KY009182.1	Rat astrovirus isolate GZBY-443 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	338	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-443	China		10-Jan-2016		Rattus tanezumi	No	1	No	No	NA-NA		0-338	1.0	NA-NA		Rattus tanezumi	Rattus tanezumi	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009181	KY009181	KY009181.1	House shrew astrovirus isolate GZBY-444 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	House shrew astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	338	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-444	China		10-Jan-2016		Suncus murinus	No	1	No	No	NA-NA		0-338	1.0	NA-NA		Suncus murinus	Suncus murinus	Suncus	Soricidae	Eulipotyphla	Mammalia	Chordata	Metazoa	NA	NA
KY009180	KY009180	KY009180.1	Rat astrovirus isolate GZBY-446 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	281	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-446	China		10-Jan-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-281	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009179	KY009179	KY009179.1	Rat astrovirus isolate GZBY-45 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	338	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-45	China		10-Oct-2014		Rattus norvegicus	No	1	No	No	NA-NA		0-338	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009178	KY009178	KY009178.1	Rat astrovirus isolate GZBY-435 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	338	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-435	China		10-Dec-2015		Rattus norvegicus	No	1	No	No	NA-NA		0-338	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009177	KY009177	KY009177.1	Rat astrovirus isolate GZBY-436 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	339	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-436	China		10-Dec-2015		Rattus norvegicus	No	1	No	No	NA-NA		0-339	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009176	KY009176	KY009176.1	Rat astrovirus isolate GZBY-440 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	305	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-440	China		10-Jan-2016		Rattus norvegicus	No	1	No	No	NA-NA		0-305	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009175	KY009175	KY009175.1	House shrew astrovirus isolate GZBY-442 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	House shrew astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	338	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-442	China		10-Jan-2016		Suncus murinus	No	1	No	No	NA-NA		0-338	1.0	NA-NA		Suncus murinus	Suncus murinus	Suncus	Soricidae	Eulipotyphla	Mammalia	Chordata	Metazoa	NA	NA
KY009174	KY009174	KY009174.1	Rat astrovirus isolate GZBY-428 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	287	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-428	China		10-Dec-2015		Rattus norvegicus	No	1	No	No	NA-NA		0-287	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009173	KY009173	KY009173.1	Rat astrovirus isolate GZBY-432 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	338	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-432	China		10-Dec-2015		Rattus norvegicus	No	1	No	No	NA-NA		0-338	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009172	KY009172	KY009172.1	Rat astrovirus isolate GZBY-433 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	221	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-433	China		10-Dec-2015		Rattus norvegicus	No	1	No	No	NA-NA		0-221	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009171	KY009171	KY009171.1	Rat astrovirus isolate GZBY-434 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	338	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-434	China		10-Dec-2015		Rattus norvegicus	No	1	No	No	NA-NA		0-338	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009170	KY009170	KY009170.1	Rat astrovirus isolate GZBY-414 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	338	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-414	China		10-Nov-2015		Rattus norvegicus	No	1	No	No	NA-NA		0-338	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
KY009169	KY009169	KY009169.1	Rat astrovirus isolate GZBY-416 RNA dependent RNA polymerase gene, partial cds	04-OCT-2017	Rat astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	319	Detection of Astroviruses from rat and house shrew feces from southern China	Qiu,M. and Zheng,X.			GZBY-416	China		10-Nov-2015		Rattus norvegicus	No	1	No	No	NA-NA		0-319	1.0	NA-NA		Rattus norvegicus	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	NA	NA
