,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count
PP872111,PP872111.1,MAG: Mamastrovirus sp. isolate astro_vt_393 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2226,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_393,Viet Nam,NA,19-Jun-2014/31-Jul-2015,feces,Sus scrofa domesticus,Yes,1
PP872110,PP872110.1,MAG: Mamastrovirus sp. isolate astro_vt_392 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1445,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_392,Viet Nam,NA,16-Jun-2015/07-Jul-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872109,PP872109.1,MAG: Mamastrovirus sp. isolate astro_vt_391 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2550,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_391,Viet Nam,NA,19-Jun-2014/31-Jul-2015,feces,Sus scrofa domesticus,Yes,1
PP872108,PP872108.1,MAG: Mamastrovirus sp. isolate astro_vt_390 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1410,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_390,Viet Nam,NA,21-Dec-2014/02-Apr-2016,rectal swab,Canis lupus familiaris,Yes,1
PP872107,PP872107.1,MAG: Mamastrovirus sp. isolate astro_vt_389 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1353,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_389,Viet Nam,NA,03-Jul-2014,feces,Sus scrofa domesticus,Yes,1
PP872106,PP872106.1,MAG: Mamastrovirus sp. isolate astro_vt_388 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2181,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_388,Viet Nam,NA,21-Dec-2014/02-Apr-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872105,PP872105.1,MAG: Mamastrovirus sp. isolate astro_vt_387 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,753,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_387,Viet Nam,NA,03-Jul-2014,feces,Sus scrofa domesticus,Yes,1
PP872104,PP872104.1,MAG: Mamastrovirus sp. isolate astro_vt_386 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2256,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_386,Viet Nam,NA,08-Jul-2014/11-Oct-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872103,PP872103.1,MAG: Mamastrovirus sp. isolate astro_vt_385 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1815,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_385,Viet Nam,NA,21-Dec-2014/21-Sep-2016,"rectal swab, feces",Sus scrofa (wild boar),Yes,1
PP872102,PP872102.1,MAG: Mamastrovirus sp. isolate astro_vt_384 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,903,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_384,Viet Nam,NA,29-May-2014/14-Jul-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872101,PP872101.1,MAG: Mamastrovirus sp. isolate astro_vt_383 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,633,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_383,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872100,PP872100.1,MAG: Mamastrovirus sp. isolate astro_vt_382 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1116,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_382,Viet Nam,NA,16-Jun-2015/07-Jul-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872099,PP872099.1,MAG: Mamastrovirus sp. isolate astro_vt_381 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2541,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_381,Viet Nam,NA,16-Jun-2015/07-Jul-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872098,PP872098.1,MAG: Mamastrovirus sp. isolate astro_vt_380 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,3958,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_380,Viet Nam,NA,27-Jan-2015/25-Feb-2016,rectal swab,Sus scrofa domesticus,Yes,2
PP872097,PP872097.1,MAG: Mamastrovirus sp. isolate astro_vt_379 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2625,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_379,Viet Nam,NA,03-Jul-2014,feces,Sus scrofa domesticus,Yes,1
PP872096,PP872096.1,MAG: Mamastrovirus sp. isolate astro_vt_378 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2628,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_378,Viet Nam,NA,27-Jan-2015/25-Feb-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872095,PP872095.1,MAG: Mamastrovirus sp. isolate astro_vt_377 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1365,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_377,Viet Nam,NA,16-Jun-2015/07-Jul-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872094,PP872094.1,MAG: Mamastrovirus sp. isolate astro_vt_376 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2493,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_376,Viet Nam,NA,03-Jul-2014,feces,Sus scrofa domesticus,Yes,1
PP872093,PP872093.1,MAG: Mamastrovirus sp. isolate astro_vt_375 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1257,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_375,Viet Nam,NA,07-Oct-2015,rectal swab,Sus scrofa domesticus,Yes,1
PP872092,PP872092.1,MAG: Mamastrovirus sp. isolate astro_vt_374 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1464,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_374,Viet Nam,NA,08-Jul-2014/11-Oct-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872091,PP872091.1,MAG: Mamastrovirus sp. isolate astro_vt_373 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1821,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_373,Viet Nam,NA,27-Jan-2015/25-Feb-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872090,PP872090.1,MAG: Mamastrovirus sp. isolate astro_vt_372 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2328,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_372,Viet Nam,NA,29-May-2014/14-Jul-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872089,PP872089.1,MAG: Mamastrovirus sp. isolate astro_vt_371 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1002,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_371,Viet Nam,NA,21-Dec-2014/02-Apr-2016,rectal swab,Canis lupus familiaris,Yes,1
PP872088,PP872088.1,MAG: Mamastrovirus sp. isolate astro_vt_370 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2640,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_370,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872087,PP872087.1,MAG: Mamastrovirus sp. isolate astro_vt_369 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2181,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_369,Viet Nam,NA,16-Jun-2015/07-Jul-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872086,PP872086.1,MAG: Mamastrovirus sp. isolate astro_vt_368 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2067,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_368,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872085,PP872085.1,MAG: Mamastrovirus sp. isolate astro_vt_367 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,3430,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_367,Viet Nam,NA,08-Jul-2014/11-Oct-2016,rectal swab,Sus scrofa domesticus,Yes,2
PP872084,PP872084.1,MAG: Mamastrovirus sp. isolate astro_vt_366 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,3862,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_366,Viet Nam,NA,03-Jul-2014,feces,Sus scrofa domesticus,Yes,2
PP872083,PP872083.1,MAG: Mamastrovirus sp. isolate astro_vt_365 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,777,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_365,Viet Nam,NA,03-Jul-2014,feces,Sus scrofa domesticus,Yes,1
PP872082,PP872082.1,MAG: Mamastrovirus sp. isolate astro_vt_364 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2004,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_364,Viet Nam,NA,03-Jul-2014,feces,Sus scrofa domesticus,Yes,1
PP872081,PP872081.1,MAG: Bastrovirus sp. isolate astro_vt_363 genomic sequence,14-JUN-2025,Bastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,5359,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_363,Viet Nam,NA,21-Dec-2014/21-Sep-2016,"rectal swab, feces",Sus scrofa (wild boar),Yes,2
PP872080,PP872080.1,MAG: Mamastrovirus sp. isolate astro_vt_362 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2490,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_362,Viet Nam,NA,10-Aug-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872079,PP872079.1,MAG: Bastrovirus sp. isolate astro_vt_361 genomic sequence,14-JUN-2025,Bastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,5476,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_361,Viet Nam,NA,16-Jun-2015/07-Jul-2016,rectal swab,Sus scrofa domesticus,Yes,2
PP872078,PP872078.1,MAG: Mamastrovirus sp. isolate astro_vt_360 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2625,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_360,Viet Nam,NA,27-Jan-2015/25-Feb-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872077,PP872077.1,MAG: Mamastrovirus sp. isolate astro_vt_359 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2469,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_359,Viet Nam,NA,03-Jul-2014,feces,Sus scrofa domesticus,Yes,1
PP872076,PP872076.1,MAG: Mamastrovirus sp. isolate astro_vt_358 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2475,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_358,Viet Nam,NA,08-Jul-2014/11-Oct-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872075,PP872075.1,MAG: Mamastrovirus sp. isolate astro_vt_357 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2595,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_357,Viet Nam,NA,16-Jun-2015/07-Jul-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872074,PP872074.1,MAG: Mamastrovirus sp. isolate astro_vt_356 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1134,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_356,Viet Nam,NA,27-Jan-2015/25-Feb-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872073,PP872073.1,MAG: Astroviridae sp. isolate astro_vt_355 genomic sequence,14-JUN-2025,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,5194,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_355,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,2
PP872072,PP872072.1,MAG: Mamastrovirus sp. isolate astro_vt_354 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,939,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_354,Viet Nam,NA,08-Jul-2014/11-Oct-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872071,PP872071.1,MAG: Mamastrovirus sp. isolate astro_vt_353 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1536,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_353,Viet Nam,NA,16-Jun-2015/07-Jul-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872070,PP872070.1,MAG: Mamastrovirus sp. isolate astro_vt_352 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1458,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_352,Viet Nam,NA,09-Apr-2015,feces,Sus scrofa domesticus,Yes,1
